duplicate_id,event_date,duplicate_mrn,original_mrn,source,department_id,department_name,service_line,contributory_factor_type,contributory_factors,primary_category,status,resolution_type,days_to_resolution,assigned_analyst,facility,patient_age_group,duplicate_score,investigation_time_minutes
123,2024-11-15,62894372,54427748,Internal Registration,3,Urgent Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,No Action Required,10,Godfree Hegerty,"SWETECH MEDICAL CENTER, P.C.",Adult,62,12
124,2026-03-08,45776645,99017831,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,10,Hobard Parr,EAST TEXAS MEDICAL CENTER HEALTHCARE ASSOCIATES,Adult,44,191
125,2026-05-30,37916233,20151645,Referral,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,8,Thomasine Kildahl,"GRAND STRAND REGIONAL MEDICAL CENTER, LLC",Adult,91,101
126,2026-05-19,32503249,67839233,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Split,12,Ivar Grane,MCHS HOSPITALS INC,Adult,71,16
127,2026-04-11,58505445,16749072,External Interface,7,Inpatient,Inpatient,System Issue,Interface mapping error,System/Interface,Resolved,Merge,7,Ethan Culleford,WEST WHARTON COUNTY HOSPITAL DISTRICT,Adult,77,24
128,2024-02-04,58545393,45376835,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,10,Elysia Barling,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DAYTON, LLC",Adult,82,17
129,2023-11-09,40142923,40754838,Call Center,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,2,Paola Birdall,PARKLAND HEALTH AND HOSPITAL SYSTEMS,Pediatric,67,6
130,2023-11-30,11567416,9532888,External Interface,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,3,Sybyl Surr,MOSAIC MEDICAL CENTER - MARYVILLE,Adult,97,31
131,2025-02-21,96623523,24386721,Call Center,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,11,Mayor Skurm,"TENET HEALTHSYSTEM MEMORIAL MEDICAL CENTER, INC.",Adult,79,7
132,2025-09-05,61708295,28661117,Call Center,1,Primary Care,Ambulatory,System Issue,Data synchronization issue,System/Interface,Pending Review,Pending,6,Sharia Blaine,"MONUMENT HEALTH RAPID CITY HOSPITAL, INC",Adult,83,25
133,2025-11-03,94449480,59580638,Patient Portal,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Split,14,Benedikt Burgum,MERCY MEDICAL CENTER,Adult,67,58
134,2023-10-14,96366964,89773013,Self-schedule,2,Emergency Department,Emergency,System Issue,System duplicate creation,System/Interface,Resolved,Split,15,Pauli Espino,FIRST LITHONIA MEDICAL CENTER INC,Adult,92,5
135,2024-08-25,9524595,70899789,Emergency Department,1,Primary Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,In Progress,Pending,1,Jud Riolfi,"PUTNAM COMMUNITY MEDICAL CENTER OF NORTH FLORIDA, LLC",Adult,92,23
136,2025-10-19,22966584,85352332,Self-schedule,1,Primary Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,Split,5,Elijah Colvine,ALLIANCE PHYSICIAN PARTNERS HOSPITALIST GROUP LLC,Adult,61,15
137,2025-05-29,83167183,74048727,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,15,Danyette Ekkel,"UNITED HEALTH SERVICES HOSPITALS, INC.",Adult,95,123
138,2024-04-03,33347244,31323746,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Split,4,Maison Stockhill,FRIENDLY HILLS MEDICAL CENTER PHARMACY INC,Adult,81,15
139,2024-01-06,31404326,44196499,Call Center,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,10,Hercules Demeter,"WEST FLORIDA REGIONAL MEDICAL CENTER, INC.",Adult,32,6
140,2023-09-14,52077576,6581128,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,7,Selinda Pancost,THE JAMES B. HAGGIN MEMORIAL HOSPITAL INC.,Adult,83,69
141,2025-10-15,66526412,90285075,Internal Registration,2,Emergency Department,Emergency,System Issue,Interface mapping error,System/Interface,Resolved,Merge,10,Martie Normanvill,MISSOURI BAPTIST MEDICAL CENTER,Adult,97,32
142,2024-11-28,65893366,63455065,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,Split,13,Helenelizabeth Feek,UNIVERSITY HOSPITALS MEDICAL GROUP,Adult,100,22
143,2024-10-11,1592842,84550511,Internal Registration,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,14,Glynis MacGeffen,YL MEDICAL CENTER CORP.,Unknown,60,155
144,2026-04-13,90651545,19276267,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,11,Lesli Blazhevich,HOSPITAL DEVELOPMENT CO,Adult,32,44
145,2024-07-14,39046902,53125462,Internal Registration,6,Radiology,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,Split,10,Trixy Nana,GUTIERREZ FAMILY MEDICAL CENTER,Senior,81,41
146,2025-02-06,49693732,53937384,Self-schedule,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Merge,4,Yancy McGruar,"HOSPITALIST MEDICINE PHYSICIANS OF CALIFORNIA - TCS, PC",Senior,94,109
147,2023-10-11,21917520,98138079,Internal Registration,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,2,Gale Benbrick,CHILDRENS HOSPITAL OF MICHIGAN,Adult,87,13
148,2025-06-04,13663849,3496813,Internal Registration,5,Laboratory,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,No Action Required,12,Wenona Verdun,"RAPID CITY REGIONAL HOSPITAL, INC.",Pediatric,96,30
149,2024-12-04,26893442,73612590,External Interface,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,4,Rodolph Duly,LEHIGH VALLEY HOSPITAL,Adult,66,14
150,2025-01-28,18405069,97239887,Self-schedule,6,Radiology,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,2,Mab Gudgin,PARK CITY MEDICAL CENTER,Adult,92,5
151,2025-09-16,75890545,83052224,Emergency Department,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,18,Jameson Eton,BROOKHAVEN MEMORIAL HOSPITAL,Adult,82,70
152,2024-10-24,20817453,1559025,Internal Registration,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,Split,13,Nan Allot,PUBLIC HOSPITAL DIST NO 1 SKAGIT,Adult,85,38
153,2025-10-11,30643774,93223294,Emergency Department,3,Urgent Care,Ambulatory,System Issue,Interface mapping error,System/Interface,In Progress,Pending,12,Heida Venour,HAMILTON COUNTY HOSPITAL,Adult,80,10
154,2026-03-21,47786634,91835709,Referral,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,3,Biron Mullarkey,EAST COAST HOSPITALIST PHYSICIANS LLP,Pediatric,81,67
155,2025-12-16,1268571,29932833,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,12,Cobbie Zambonini,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,Adult,81,44
156,2025-12-28,84777205,354436,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,15,Stafani Quilliam,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,Adult,97,13
157,2025-05-06,24904167,16645821,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,1,Roma Moylan,"DOUGLAS, GRANT, LINCOLN AND OKANOGAN COUNTIES HOSPITAL DISTRICT #6",Unknown,81,35
158,2026-02-10,77231878,43960891,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,In Progress,Pending,1,Clovis Najara,"AHS PRYOR HOSPITAL, LLC",Pediatric,81,11
159,2023-11-30,55579283,69781465,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Split,1,Cass Wannop,DENVER VA MEDICAL CENTER,Senior,100,11
160,2026-03-18,98957591,95870147,Referral,4,Specialty Clinics,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,5,Staford Jory,CHILDRENS HOSPITAL OF PHILADELPHIA,Adult,73,6
161,2023-10-17,65285006,61129441,Internal Registration,2,Emergency Department,Emergency,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Merge,2,Mohandis Pawfoot,CRESTED BUTTE MEDICAL CENTER PLLC,Adult,100,11
162,2023-09-24,17173786,68553678,Emergency Department,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,In Progress,Pending,2,Bea Moulsdale,MISSION HOSPITALS,Adult,87,15
163,2025-11-18,2567959,96676104,Referral,3,Urgent Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,15,Marybeth Trowbridge,IRA DAVENPORT MEMORIAL HOSPITAL INC,Adult,89,5
164,2024-01-08,86831517,56997353,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,10,Gail Deery,UNITED WIRE METAL AND MACHINE MEDICAL CENTER,Senior,96,122
165,2025-11-24,5367335,5214934,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,7,Carny Hazelgrove,UNIVERSITY HOSPITAL RICHMOND MEDICAL CENTER,Adult,98,11
166,2025-06-08,10234358,44729178,Self-schedule,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Pending Review,Pending,13,Nate Patching,JORDAN VALLEY MEDICAL CENTER LP,Adult,90,19
167,2025-04-02,11694446,46861884,Internal Registration,5,Laboratory,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,In Progress,Pending,5,Winni Janaszkiewicz,"PORTER HOSPITAL, INC",Adult,66,68
168,2026-06-08,50171571,74432021,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,Split,13,Livvie Juliano,RALEIGH GENERAL HOSPITAL LLC,Adult,85,18
169,2023-11-23,71234825,28123883,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,12,Anabel Narraway,"MMC ENCOMPASS HEALTH REHABILITATION HOSPITAL, LLC",Adult,68,39
170,2023-09-26,51404557,41373174,Internal Registration,7,Inpatient,Inpatient,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,7,Emili Agiolfinger,HARRISON COUNTY HOSPITAL,Senior,70,18
171,2024-12-07,99461918,37653002,Emergency Department,4,Specialty Clinics,Ambulatory,System Issue,System duplicate creation,System/Interface,In Progress,Pending,29,Kellen Bullus,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,Adult,47,9
172,2023-12-06,94121222,71230814,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Split,12,Linnie Iseton,ADVENTIST BOLINGBROOK HOSPITAL,Adult,88,51
173,2025-04-25,59619411,23781130,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,12,Hortensia Taylo,REEDLEY COMMUNITY HOSPITAL,Senior,83,74
174,2024-12-20,35735789,75009587,Emergency Department,5,Laboratory,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,4,Falito Rame,"CAREMAX MEDICAL CENTERS OF CENTRAL FLORIDA, LLC",Senior,85,33
175,2026-05-11,81722987,9379026,Internal Registration,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,KND,1,Fernanda Caughan,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,Adult,95,25
176,2025-05-23,69083742,17826346,Call Center,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,5,Cindie Gath,CLALLAM COUNTY PUBLIC HOSPITAL DISTRICT NO 1,Adult,83,69
177,2025-10-17,8930518,22981859,Internal Registration,8,Behavioral Health,Behavioral Health,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,3,Ruggiero Mouse,SPARTANBURG MEDICAL CENTER,Adult,81,68
178,2024-09-06,31400334,35432968,Self-schedule,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,1,Venita Creber,ST. VINCENT'S HOSPITAL,Adult,99,106
179,2025-01-16,59003303,90683151,Emergency Department,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,14,Judi Redmile,GOSHEN MEDICAL CENTER INCORPORATED,Adult,93,20
180,2024-09-17,61670334,22828864,Call Center,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,12,Nerty Skipton,THE FLOATING HOSPITAL INC.,Adult,74,24
181,2025-10-28,81612036,89371494,Registration Kiosk,1,Primary Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,2,Gloriane McVaugh,DETROIT MEDICAL CENTER SINAI GRACE HOSPITAL,Adult,67,21
182,2025-04-15,52329485,964227,Emergency Department,1,Primary Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,6,Dud Wedlake,CHAMBERS COUNTY PUBLIC HOSPITAL DISTRICT #1,Adult,54,25
183,2026-06-19,11463530,81160843,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,1,Steve Bassil,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Adult,90,167
184,2025-05-02,60401114,84875184,Call Center,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,17,Sigismond Carvill,LOWER UMPQUA HOSPITAL DISTRICT,Adult,94,20
185,2024-04-08,99406322,31679968,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,12,Alida Drewe,MATHENY SCHOOL AND HOSPITAL,Adult,96,5
186,2025-11-30,54223740,63112388,Emergency Department,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,9,Olly Krinks,MISSOURI BAPTIST MEDICAL CENTER,Adult,99,58
187,2024-11-12,46967935,6114783,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,KND,13,Sissie Extance,MERIDIAN HOSPITALS CORPORATION,Pediatric,74,12
188,2026-03-06,37032462,9820655,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,9,Wilfred Pentlow,"LYMPHEDEMA MEDICAL CENTER, LLC",Adult,83,7
189,2023-11-15,61277526,47630679,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,5,Haley Luto,SPOKANE WASHINGTON HOSPITAL COMPANY LLC,Adult,100,5
190,2026-04-21,63451925,20989366,Referral,3,Urgent Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Pending Review,Pending,17,Roxine Phelps,ALBANY MEDICAL CENTER HOSPITAL,Adult,94,20
191,2025-10-16,80319406,95468206,Internal Registration,7,Inpatient,Inpatient,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,2,Boot Bruun,MYMICHIGAN MEDICAL CENTER SAGINAW,Senior,83,11
192,2026-05-03,3714678,53467582,Patient Portal,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,14,Valma Ellicott,AHKA MEDICAL CENTER CORP,Adult,74,24
193,2026-06-15,88244902,84994953,Internal Registration,2,Emergency Department,Emergency,System Issue,System duplicate creation,System/Interface,Resolved,Split,7,Rheta Gallego,"MOUNTRAIL COUNTY MEDICAL CENTER, INC.",Pediatric,72,64
194,2023-10-03,16440647,75757582,Emergency Department,8,Behavioral Health,Behavioral Health,Patient Input Error,Incorrect patient information,Other,Resolved,No Action Required,1,Laurene Kehoe,SANFORD MEDICAL CENTER FARGO,Adult,100,5
195,2026-05-13,79861205,3820860,Self-schedule,3,Urgent Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Merge,14,Lorilee Vanni,"BAYSTATE MEDICAL CENTER, INC.",Senior,93,31
196,2025-02-15,86403676,63921249,Emergency Department,7,Inpatient,Inpatient,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,3,Nannie Bending,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,Adult,89,68
197,2024-04-27,48827280,64999566,Self-schedule,2,Emergency Department,Emergency,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,No Action Required,5,Quintin Gurko,SHENANDOAH MEMORIAL HOSPITAL,Adult,85,37
198,2026-01-11,97471138,47032,Self-schedule,5,Laboratory,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,1,Tiffany Gameson,KNOX HOSPITAL COMPANY LLC,Senior,71,16
199,2023-10-05,48272054,87114836,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,13,Irv Robbins,THE UNION HOSPITAL ASSOCIATION,Adult,98,13
200,2024-10-04,80671828,27683357,Referral,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,9,Wynnie Llorens,ST CATHERINE HOSPITAL,Adult,83,46
201,2024-10-01,972290,9460148,Internal Registration,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,In Progress,Pending,12,Nicki Shawcross,MADISON CO MEMORIAL HOSPITAL,Senior,66,6
202,2024-04-05,38221882,97886024,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,9,Analiese Geck,WINNESHIEK MEDICAL CENTER,Adult,44,124
203,2026-01-24,57739353,56062002,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,In Progress,Pending,18,Philbert Chadderton,FOREST GENERAL DBA HIGHLAND COMMUNITY HOSPITAL,Senior,61,63
204,2024-02-06,71362149,57512176,Patient Portal,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Pending Review,Pending,15,Henri Keenlyside,HENRY COUNTY MEDICAL CENTER,Adult,66,50
205,2025-12-01,56407880,9575272,Referral,1,Primary Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,6,Boigie Eckels,OUR LADY OF LOURDES REGIONAL MEDICAL CENTER,Senior,86,14
206,2023-11-01,80531441,27550618,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,KND,10,Shanda Marzello,J C BLAIR MEMORIAL HOSPITAL,Senior,96,10
207,2023-10-23,68405544,55421005,Self-schedule,8,Behavioral Health,Behavioral Health,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,6,Lind Walkley,"GARFIELD PARK HOSPITAL, LLC",Adult,80,24
208,2024-08-13,25851963,6418416,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,2,Rachael Innott,MEADOWS REGIONAL MEDICAL CENTER,Senior,95,43
